Fill,Energy[GeV],BetaStar[m],Scan_X,Scan_Y,BCID,norm_EmitX[um*rad],norm_EmitY[um*rad]
4266,6500.0,19.17,Scan_9,Scan_10,1011,2.9458905351376843,2.346649492202337
Fit results after correction
Scan,Type,BCID,sigma,sigmaErr,sigmaRatio,sigmaRatio_Err,Amp,AmpErr,Frac,FracErr,Mean,MeanErr,Const,ConstErr,CapSigma,CapSigmaErr,peak,peakErr,area,areaErr,fitStatus,chi2,ndof
9,X,1011,0.12740186859504235,0.00019843567508347613,0.6776775634227924,0.03147807782641804,0.018690819078350577,3.50102450623023e-05,0.9372096956427448,0.020168190638892247,-0.020364587624908913,0.00016291182725866913,3.775717906959186e-06,2.064758884105788e-06,0.12740186859504235,0.00019843567508347613,0.018690819078350577,3.50102450623023e-05,0.005968896738038446,1.4540827935331604e-05,0,29.32466106725437,18
10,Y,1011,0.11353936015420464,0.00014285144459753806,0.5300633914230856,0.01883655338806761,0.018763928306259003,3.597454969053032e-05,0.9883570797851791,0.0020871353406842763,-0.005160291682949951,0.00016054195915441919,2.307376512078463e-14,1.6299032149025283e-06,0.11353936015420464,0.00014285144459753806,0.018763928306259003,3.597454969053032e-05,0.005340232205341264,1.2246155144183857e-05,0,78.90037645812556,15
Dynamic beta correction curves
normBeamSep,BSXwrtBSXref_Xscan,BSYwrtBSYref_Xscan,BSXwrtBSXref_Yscan,BSYwrtBSYref_Yscan
0.0,1.0,1.0,1.0,1.0
0.1,1.0000665271188562,1.0000298875611053,1.0000221757062855,1.0000913231033779
0.2,1.0002661084754254,1.000119550244422,1.0000887028251417,1.0003569903132044
0.3,1.0005928305480312,1.0002673276298879,1.0001981029761502,1.0007936807893565
0.4,1.0010348662933213,1.0004698988773806,1.0003503761593102,1.0013847903312203
0.5,1.0015803886679433,1.0007222827267157,1.0005396088529461,1.0021153751582432
0.6,1.0022146138677075,1.0010228187578318,1.0007643226766385,1.0029621893895651
0.7,1.0029168445667467,1.0013648652904834,1.0010186041087119,1.0039019871443262
0.8,1.0036708185804524,1.0017417806444247,1.0013009747687467,1.004908201701544
0.9,1.0044543602025384,1.0021485835594715,1.001605521135067,1.0059559267602971
1.0,1.0052482504875577,1.002578632355378,1.0019263296859966,1.0070152747594801
1.1,1.0060347488704817,1.0030252853518988,1.0022604436606974,1.008066320658356
1.2,1.0067961147862825,1.0034819008687881,1.0026034279179123,1.0090824977359423
1.3,1.0075190428111882,1.0039434976458617,1.0029493689359654,1.0100455413715632
1.4,1.0081887491410089,1.004405094422935,1.0032938315735995,1.010940507784666
1.5,1.0087993202540684,1.0048617099398243,1.0036353374503955,1.0117541136147596
1.6,1.0093433642482716,1.0053083629363451,1.0039709298055155,1.012479717181598
1.7,1.0098164459823613,1.0057417325723743,1.0042946951172831,1.0131106768049361
1.8,1.0102185654563376,1.006160158427851,1.0046081117661174,1.0136469924847733
1.9,1.0105512010506195,1.0065603196626522,1.0049067446107616,1.0140903246411712
2.0,1.0108187879064638,1.0069388954366549,1.0051905936512155,1.0144456545343139
2.1,1.0110242827847091,1.0072975461699207,1.0054596588874789,1.014721284264509
2.2,1.0111750775874502,1.007634611442388,1.0057109835587141,1.01492219509194
2.3,1.0112770858363633,1.0079484308339954,1.005947524425759,1.0150583495369763
2.4,1.0113376994335435,1.008242325184866,1.0061678031081944,1.0151397101199855
2.5,1.0113628319006671,1.0085146340749382,1.0063718196060205,1.0151729185212139
2.6,1.0113598751398289,1.0087670179242734,1.0065610522996566,1.0151679372610296
2.7,1.0113332642922865,1.0090011371529328,1.0067355011891022,1.0151330684397399
2.8,1.0112889128797156,1.0092153313408554,1.0068966446547765,1.015073293317529
2.9,1.0112312560433734,1.0094145817482254,1.0070444826966793,1.0149969139947039
3.0,1.0111647289245169,1.0095955675349197,1.0071819720756492,1.0149089117314487
3.1,1.0110922882839846,1.0097632699611225,1.0073076344112668,1.0148109469478253
3.2,1.011016890882614,1.0099176890268342,1.0074229480839512,1.0147113217441404
3.3,1.0109400151008243,1.010060485152116,1.0075293914741215,1.0146083757003328
3.4,1.0108631393190348,1.0101916583369677,1.0076284429621964,1.014505429656525
3.5,1.0107877419176643,1.0103128690014511,1.0077186241677574,1.0144058044528401
3.6,1.0107153012771317,1.0104241171455659,1.007801413471223,1.0143095000892779
3.7,1.0106458173974375,1.0105270631893737,1.0078782892530125,1.0142165165658388
3.8,1.010580768659,1.0106217071328742,1.0079507298935451,1.0141285143025836
3.9,1.0105171983009817,1.0107097093961293,1.0080157786319823,1.0140454932995129
4.0,1.0104580630842204,1.0107910699791387,1.0080778706095816,1.0139657931365649
4.1,1.0104018846282974,1.0108674493019638,1.0081340490655049,1.0138927346538626
4.2,1.0103501413136313,1.0109388473646046,1.0081872707605899,1.0138229970112833
4.3,1.0103013547598034,1.0110036037469998,1.008237535694837,1.0137565802088266
4.4,1.0102555249668135,1.0110650392892722,1.0082833654878269,1.0136951446665541
4.5,1.0102126519346615,1.0111231539914218,1.0083262385199787,1.0136386903844661
4.6,1.0101712572829284,1.0111762874333869,1.0083661547912925,1.0135838965224395
4.7,1.0101328193920338,1.0112277604552911,1.0084045926821874,1.0135340839205971
4.8,1.0100973382619771,1.0112742522170106,1.0084400738122441,1.0134859317388161
4.9,1.0100648138927584,1.0113190835586687,1.0084725981814628,1.0134411003971575
5.0,1.0100322895235396,1.0113605940602042,1.0085051225506814,1.0133995898956223
5.1,1.0100027219151593,1.0114004441416782,1.008533211778643,1.0133597398141483
5.2,1.0099746326871974,1.0114369733830293,1.0085613010066046,1.0133215501527357
5.3,1.009948021839655,1.011471842204319,1.0085879118541472,1.0132866813314461
